"cc","firm","produce","sales_in","sales_out","year","month"
"110CC","KYMCO",2834,2853,14,2018,10
"125CC","KYMCO",17565,14062,2164,2018,10
"150CC","KYMCO",6094,3972,1438,2018,10
"250CC","KYMCO",394,0,478,2018,10
"90CC","KYMCO",0,0,0,2018,10
"50CC","PGO",5,0,91,2018,10
"100CC","PGO",0,0,0,2018,10
"110CC","PGO",550,540,6,2018,10
"125CC","PGO",1997,1923,72,2018,10
"150CC","PGO",758,432,259,2018,10
"50CC","SYM",3986,0,3986,2018,9
"90CC","SYM",0,0,0,2018,9
"100CC","SYM",3200,4106,0,2018,9
"110CC","SYM",1002,1056,2,2018,9
"125CC","SYM",10990,10639,849,2018,9
"150CC","SYM",304,430,8,2018,9
"250CC","SYM",391,1,572,2018,9
"50CC","SUZUKI",420,0,819,2018,9
"100CC","SUZUKI",0,0,0,2018,9
"125CC","SUZUKI",793,159,528,2018,9
"90CC","SUZUKI",255,0,443,2018,9
"250CC","SUZUKI",0,0,0,2018,9
"50CC","YAMAHA",1168,0,1168,2018,9
"100CC","YAMAHA",0,0,0,2018,9
"125CC","YAMAHA",12615,11708,887,2018,9
"150CC","YAMAHA",2550,2400,150,2018,9
"50CC","KYMCO",1492,0,1492,2018,9
"100CC","KYMCO",5143,4739,338,2018,9
"110CC","KYMCO",1576,1591,6,2018,9
"125CC","KYMCO",13627,12160,1324,2018,9
"150CC","KYMCO",2949,1562,1474,2018,9
"250CC","KYMCO",1112,0,1344,2018,9
"90CC","KYMCO",0,0,0,2018,9
"50CC","PGO",46,0,0,2018,9
"100CC","PGO",0,0,0,2018,9
"110CC","PGO",511,609,0,2018,9
"125CC","PGO",1944,1987,3,2018,9
"150CC","PGO",761,506,250,2018,9
"50CC","SYM",2700,0,2700,2018,8
"90CC","SYM",0,0,0,2018,8
"100CC","SYM",3500,2871,0,2018,8
"110CC","SYM",1693,1337,6,2018,8
"125CC","SYM",15478,12153,2705,2018,8
"150CC","SYM",348,420,14,2018,8
"250CC","SYM",382,1,178,2018,8
"50CC","SUZUKI",600,0,0,2018,8
"100CC","SUZUKI",0,0,0,2018,8
"125CC","SUZUKI",1847,498,1008,2018,8
"90CC","SUZUKI",337,0,692,2018,8
"250CC","SUZUKI",0,0,0,2018,8
"50CC","YAMAHA",1382,0,1382,2018,8
"100CC","YAMAHA",0,0,0,2018,8
"125CC","YAMAHA",13848,12700,1151,2018,8
"150CC","YAMAHA",1144,700,444,2018,8
"50CC","KYMCO",1301,0,1367,2018,8
"100CC","KYMCO",4867,4597,465,2018,8
"110CC","KYMCO",1218,1009,18,2018,8
"125CC","KYMCO",15272,11223,5657,2018,8
"150CC","KYMCO",4941,3363,1979,2018,8
"250CC","KYMCO",1480,0,1442,2018,8
"90CC","KYMCO",0,0,0,2018,8
"50CC","PGO",231,0,231,2018,8
"100CC","PGO",0,0,0,2018,8
"110CC","PGO",662,663,6,2018,8
"125CC","PGO",2295,2283,12,2018,8
"150CC","PGO",362,231,126,2018,8
"50CC","SYM",3780,0,3780,2018,7
"90CC","SYM",0,0,0,2018,7
"100CC","SYM",2149,3017,0,2018,7
"110CC","SYM",8246,1065,7567,2018,7
"125CC","SYM",13971,11954,499,2018,7
"150CC","SYM",434,348,48,2018,7
"250CC","SYM",273,0,261,2018,7
"50CC","SUZUKI",849,0,15,2018,7
"100CC","SUZUKI",0,0,0,2018,7
"125CC","SUZUKI",666,562,625,2018,7
"90CC","SUZUKI",830,0,12,2018,7
"250CC","SUZUKI",0,0,0,2018,7
"50CC","YAMAHA",1160,0,1160,2018,7
"100CC","YAMAHA",0,0,0,2018,7
"125CC","YAMAHA",12799,11400,1402,2018,7
"150CC","YAMAHA",2780,2400,380,2018,7
"50CC","KYMCO",2321,0,2995,2018,7
"100CC","KYMCO",10058,3576,344,2018,7
"110CC","KYMCO",775,1045,0,2018,7
"125CC","KYMCO",12618,12164,6154,2018,7
"150CC","KYMCO",6292,4192,1569,2018,7
"250CC","KYMCO",1478,0,1215,2018,7
"90CC","KYMCO",0,0,0,2018,7
"50CC","PGO",285,0,452,2018,7
"100CC","PGO",0,0,0,2018,7
"110CC","PGO",591,656,0,2018,7
"125CC","PGO",2018,2205,26,2018,7
"150CC","PGO",609,330,305,2018,7
"50CC","SYM",3780,0,3780,2018,6
"90CC","SYM",0,0,0,2018,6
"100CC","SYM",3813,3265,0,2018,6
"110CC","SYM",5102,1458,3251,2018,6
"125CC","SYM",9965,10466,884,2018,6
"150CC","SYM",1000,656,0,2018,6
"250CC","SYM",545,7,497,2018,6
"50CC","SUZUKI",0,0,0,2018,6
"100CC","SUZUKI",0,0,0,2018,6
"125CC","SUZUKI",1077,511,720,2018,6
"90CC","SUZUKI",0,0,70,2018,6
"250CC","SUZUKI",0,0,0,2018,6
"50CC","YAMAHA",930,0,968,2018,6
"100CC","YAMAHA",0,0,0,2018,6
"125CC","YAMAHA",11668,10000,1708,2018,6
"150CC","YAMAHA",4121,3700,421,2018,6
"50CC","KYMCO",2104,0,1406,2018,6
"100CC","KYMCO",2439,2213,207,2018,6
"110CC","KYMCO",3877,3833,0,2018,6
"125CC","KYMCO",19391,14600,3027,2018,6
"150CC","KYMCO",2954,2446,105,2018,6
"250CC","KYMCO",1633,0,1110,2018,6
"90CC","KYMCO",0,0,0,2018,6
"50CC","PGO",544,0,377,2018,6
"100CC","PGO",0,0,0,2018,6
"110CC","PGO",661,647,0,2018,6
"125CC","PGO",2201,2216,144,2018,6
"150CC","PGO",452,290,100,2018,6
"50CC","SYM",7200,0,7200,2018,5
"90CC","SYM",0,0,0,2018,5
"100CC","SYM",4658,4205,0,2018,5
"110CC","SYM",1851,1128,1195,2018,5
"125CC","SYM",11308,9054,1631,2018,5
"150CC","SYM",253,389,0,2018,5
"250CC","SYM",471,14,562,2018,5
"50CC","SUZUKI",120,0,60,2018,5
"100CC","SUZUKI",0,0,0,2018,5
"125CC","SUZUKI",1358,814,217,2018,5
"90CC","SUZUKI",150,0,0,2018,5
"250CC","SUZUKI",0,0,0,2018,5
"50CC","YAMAHA",606,0,568,2018,5
"100CC","YAMAHA",0,0,0,2018,5
"125CC","YAMAHA",12780,11200,1543,2018,5
"150CC","YAMAHA",4804,4400,404,2018,5
"50CC","KYMCO",2294,0,2282,2018,5
"100CC","KYMCO",2545,2330,461,2018,5
"110CC","KYMCO",3540,3535,12,2018,5
"125CC","KYMCO",20109,15230,8836,2018,5
"150CC","KYMCO",3727,2345,2211,2018,5
"250CC","KYMCO",1108,0,1070,2018,5
"90CC","KYMCO",0,0,0,2018,5
"50CC","PGO",458,0,458,2018,5
"100CC","PGO",0,0,0,2018,5
"110CC","PGO",830,704,10,2018,5
"125CC","PGO",2947,2460,47,2018,5
"150CC","PGO",300,256,50,2018,5
"50CC","SYM",0,0,0,2018,4
"90CC","SYM",0,0,0,2018,4
"100CC","SYM",3001,4101,0,2018,4
"110CC","SYM",1816,1343,181,2018,4
"125CC","SYM",8887,7543,1057,2018,4
"150CC","SYM",541,419,36,2018,4
"250CC","SYM",280,16,174,2018,4
"50CC","SUZUKI",0,0,61,2018,4
"100CC","SUZUKI",0,0,0,2018,4
"125CC","SUZUKI",665,75,0,2018,4
"90CC","SUZUKI",0,0,61,2018,4
"250CC","SUZUKI",0,0,0,2018,4
"50CC","YAMAHA",872,0,872,2018,4
"100CC","YAMAHA",0,0,0,2018,4
"125CC","YAMAHA",11938,10014,1921,2018,4
"150CC","YAMAHA",3800,3202,598,2018,4
"50CC","KYMCO",3420,0,3759,2018,4
"100CC","KYMCO",3265,3288,236,2018,4
"110CC","KYMCO",2500,2461,0,2018,4
"125CC","KYMCO",22153,15070,3740,2018,4
"150CC","KYMCO",4233,1881,1819,2018,4
"250CC","KYMCO",655,2,76,2018,4
"90CC","KYMCO",228,0,0,2018,4
"50CC","PGO",766,0,888,2018,4
"100CC","PGO",0,0,0,2018,4
"110CC","PGO",668,703,6,2018,4
"125CC","PGO",1972,1985,125,2018,4
"150CC","PGO",269,213,57,2018,4
"50CC","SYM",0,0,0,2018,3
"90CC","SYM",0,0,0,2018,3
"100CC","SYM",4100,3194,0,2018,3
"110CC","SYM",1517,1653,136,2018,3
"125CC","SYM",15139,12536,1123,2018,3
"150CC","SYM",93,0,18,2018,3
"250CC","SYM",200,0,199,2018,3
"50CC","SUZUKI",60,0,1,2018,3
"100CC","SUZUKI",0,0,0,2018,3
"125CC","SUZUKI",278,512,4,2018,3
"90CC","SUZUKI",60,0,1,2018,3
"250CC","SUZUKI",0,0,0,2018,3
"50CC","YAMAHA",2548,0,2548,2018,3
"100CC","YAMAHA",0,0,0,2018,3
"125CC","YAMAHA",13751,11705,2046,2018,3
"150CC","YAMAHA",5992,5100,1066,2018,3
"50CC","KYMCO",1769,0,2063,2018,3
"100CC","KYMCO",6384,6251,522,2018,3
"110CC","KYMCO",3005,3178,54,2018,3
"125CC","KYMCO",28160,23516,6999,2018,3
"150CC","KYMCO",4957,2176,3256,2018,3
"250CC","KYMCO",124,0,84,2018,3
"90CC","KYMCO",0,0,0,2018,3
"50CC","PGO",642,0,531,2018,3
"100CC","PGO",0,0,0,2018,3
"110CC","PGO",875,941,12,2018,3
"125CC","PGO",2979,2599,138,2018,3
"150CC","PGO",246,261,0,2018,3
"50CC","SYM",0,0,0,2018,2
"90CC","SYM",0,0,0,2018,2
"100CC","SYM",5000,4611,0,2018,2
"110CC","SYM",1434,1221,209,2018,2
"125CC","SYM",7475,7066,677,2018,2
"150CC","SYM",4,0,0,2018,2
"250CC","SYM",326,0,326,2018,2
"50CC","SUZUKI",0,0,0,2018,2
"100CC","SUZUKI",0,0,0,2018,2
"125CC","SUZUKI",0,0,0,2018,2
"90CC","SUZUKI",0,0,0,2018,2
"250CC","SUZUKI",0,0,0,2018,2
"50CC","YAMAHA",5742,0,5742,2018,2
"100CC","YAMAHA",0,0,0,2018,2
"125CC","YAMAHA",8761,6601,2160,2018,2
"150CC","YAMAHA",1710,1100,436,2018,2
"50CC","KYMCO",672,0,9,2018,2
"100CC","KYMCO",4796,4218,167,2018,2
"110CC","KYMCO",2774,2591,0,2018,2
"125CC","KYMCO",17748,13414,1834,2018,2
"150CC","KYMCO",2428,1341,1423,2018,2
"250CC","KYMCO",42,0,71,2018,2
"90CC","KYMCO",0,3,0,2018,2
"50CC","PGO",558,0,558,2018,2
"100CC","PGO",0,0,0,2018,2
"110CC","PGO",682,861,23,2018,2
"125CC","PGO",1754,1807,107,2018,2
"150CC","PGO",262,189,50,2018,2
"50CC","SYM",0,0,0,2018,1
"90CC","SYM",0,0,0,2018,1
"100CC","SYM",7000,6985,0,2018,1
"110CC","SYM",3312,3031,63,2018,1
"125CC","SYM",9498,9404,196,2018,1
"150CC","SYM",2,0,0,2018,1
"250CC","SYM",290,0,292,2018,1
"50CC","SUZUKI",NA,NA,NA,2018,1
"100CC","SUZUKI",NA,NA,NA,2018,1
"125CC","SUZUKI",NA,NA,NA,2018,1
"90CC","SUZUKI",NA,NA,NA,2018,1
"250CC","SUZUKI",NA,NA,NA,2018,1
"50CC","YAMAHA",6198,0,6198,2018,1
"100CC","YAMAHA",0,0,0,2018,1
"125CC","YAMAHA",10354,8200,2157,2018,1
"150CC","YAMAHA",3882,2400,1493,2018,1
"50CC","KYMCO",685,0,685,2018,1
"100CC","KYMCO",7331,6889,20,2018,1
"110CC","KYMCO",4700,4479,0,2018,1
"125CC","KYMCO",26442,21173,3736,2018,1
"150CC","KYMCO",5440,3043,1288,2018,1
"250CC","KYMCO",83,0,52,2018,1
"90CC","KYMCO",0,0,0,2018,1
"50CC","PGO",616,0,836,2018,1
"100CC","PGO",0,0,0,2018,1
"110CC","PGO",1354,1032,8,2018,1
"125CC","PGO",2065,1970,163,2018,1
"150CC","PGO",185,206,6,2018,1
"50CC","SYM",1080,0,1080,2017,12
"90CC","SYM",0,0,0,2017,12
"100CC","SYM",5096,5096,0,2017,12
"110CC","SYM",765,492,67,2017,12
"125CC","SYM",8785,7929,1080,2017,12
"150CC","SYM",1325,2123,6,2017,12
"250CC","SYM",85,17,88,2017,12
"50CC","SUZUKI",105,0,15,2017,12
"100CC","SUZUKI",0,0,0,2017,12
"125CC","SUZUKI",939,2269,120,2017,12
"90CC","SUZUKI",150,0,92,2017,12
"250CC","SUZUKI",0,0,0,2017,12
"50CC","YAMAHA",4094,0,4094,2017,12
"100CC","YAMAHA",0,0,0,2017,12
"125CC","YAMAHA",10792,8100,2689,2017,12
"150CC","YAMAHA",2706,2500,195,2017,12
"50CC","KYMCO",1563,500,1517,2017,12
"100CC","KYMCO",4248,4215,284,2017,12
"110CC","KYMCO",2743,2990,0,2017,12
"125CC","KYMCO",18020,16666,2566,2017,12
"150CC","KYMCO",3692,3017,876,2017,12
"250CC","KYMCO",102,0,100,2017,12
"90CC","KYMCO",0,0,0,2017,12
"50CC","PGO",828,1,653,2017,12
"100CC","PGO",0,0,0,2017,12
"110CC","PGO",1269,1289,2,2017,12
"125CC","PGO",2187,2349,12,2017,12
"150CC","PGO",110,105,60,2017,12
"50CC","SYM",1080,0,1080,2017,11
"90CC","SYM",0,0,0,2017,11
"100CC","SYM",5032,5076,52,2017,11
"110CC","SYM",721,662,77,2017,11
"125CC","SYM",11483,11159,799,2017,11
"150CC","SYM",1039,422,0,2017,11
"250CC","SYM",136,12,136,2017,11
"50CC","SUZUKI",0,0,192,2017,11
"100CC","SUZUKI",0,0,0,2017,11
"125CC","SUZUKI",1627,705,96,2017,11
"90CC","SUZUKI",0,0,226,2017,11
"250CC","SUZUKI",0,0,0,2017,11
"50CC","YAMAHA",3447,500,2965,2017,11
"100CC","YAMAHA",0,0,0,2017,11
"125CC","YAMAHA",14546,12711,1846,2017,11
"150CC","YAMAHA",3801,3505,296,2017,11
"50CC","KYMCO",1343,331,1041,2017,11
"100CC","KYMCO",4398,4291,216,2017,11
"110CC","KYMCO",4935,4985,0,2017,11
"125CC","KYMCO",25201,24565,873,2017,11
"150CC","KYMCO",2904,2428,301,2017,11
"250CC","KYMCO",408,0,678,2017,11
"90CC","KYMCO",0,0,0,2017,11
"50CC","PGO",252,0,759,2017,11
"100CC","PGO",0,0,0,2017,11
"110CC","PGO",1336,1270,7,2017,11
"125CC","PGO",2945,2415,31,2017,11
"150CC","PGO",290,116,102,2017,11
"50CC","SYM",1112,0,1112,2017,10
"90CC","SYM",0,0,0,2017,10
"100CC","SYM",4659,4643,104,2017,10
"110CC","SYM",865,989,6,2017,10
"125CC","SYM",11046,10111,975,2017,10
"150CC","SYM",384,659,22,2017,10
"250CC","SYM",230,11,223,2017,10
"50CC","SUZUKI",38,0,274,2017,10
"100CC","SUZUKI",0,0,0,2017,10
"125CC","SUZUKI",1140,839,48,2017,10
"90CC","SUZUKI",0,0,414,2017,10
"250CC","SUZUKI",0,0,0,2017,10
"50CC","YAMAHA",4543,1600,2925,2017,10
"100CC","YAMAHA",0,0,0,2017,10
"125CC","YAMAHA",16350,15000,1350,2017,10
"150CC","YAMAHA",4572,4400,172,2017,10
"50CC","KYMCO",1328,155,2109,2017,10
"100CC","KYMCO",5223,5047,542,2017,10
"110CC","KYMCO",4680,4694,0,2017,10
"125CC","KYMCO",22151,19539,3135,2017,10
"150CC","KYMCO",2581,2059,1070,2017,10
"250CC","KYMCO",1137,0,1071,2017,10
"90CC","KYMCO",0,0,0,2017,10
"50CC","PGO",2215,0,1758,2017,10
"100CC","PGO",0,0,0,2017,10
"110CC","PGO",618,796,8,2017,10
"125CC","PGO",1348,2044,28,2017,10
"150CC","PGO",443,262,209,2017,10
"50CC","SYM",3240,0,3240,2017,9
"90CC","SYM",0,0,0,2017,9
"100CC","SYM",5596,5581,52,2017,9
"110CC","SYM",1267,887,520,2017,9
"125CC","SYM",11253,11174,868,2017,9
"150CC","SYM",548,676,16,2017,9
"250CC","SYM",176,10,167,2017,9
"50CC","SUZUKI",369,0,573,2017,9
"100CC","SUZUKI",0,0,0,2017,9
"125CC","SUZUKI",920,970,24,2017,9
"90CC","SUZUKI",466,0,215,2017,9
"250CC","SUZUKI",0,0,0,2017,9
"50CC","YAMAHA",4976,500,4476,2017,9
"100CC","YAMAHA",546,500,46,2017,9
"125CC","YAMAHA",18466,17100,1372,2017,9
"150CC","YAMAHA",5328,5100,228,2017,9
"50CC","KYMCO",2902,226,1654,2017,9
"100CC","KYMCO",7279,6837,170,2017,9
"110CC","KYMCO",5840,5773,0,2017,9
"125CC","KYMCO",23899,20619,3305,2017,9
"150CC","KYMCO",2913,2185,752,2017,9
"250CC","KYMCO",1120,0,1372,2017,9
"90CC","KYMCO",0,1,0,2017,9
"50CC","PGO",1390,0,1392,2017,9
"100CC","PGO",0,0,0,2017,9
"110CC","PGO",771,982,0,2017,9
"125CC","PGO",3231,2944,25,2017,9
"150CC","PGO",310,363,64,2017,9
"50CC","SYM",1489,0,1489,2017,8
"90CC","SYM",0,0,0,2017,8
"100CC","SYM",5996,5990,0,2017,8
"110CC","SYM",1153,1310,105,2017,8
"125CC","SYM",10598,10179,917,2017,8
"150CC","SYM",798,808,36,2017,8
"250CC","SYM",104,13,104,2017,8
"50CC","SUZUKI",554,0,671,2017,8
"100CC","SUZUKI",0,0,0,2017,8
"125CC","SUZUKI",1742,748,976,2017,8
"90CC","SUZUKI",0,0,512,2017,8
"250CC","SUZUKI",0,0,0,2017,8
"50CC","YAMAHA",6808,300,6508,2017,8
"100CC","YAMAHA",26,0,26,2017,8
"125CC","YAMAHA",16240,14304,1930,2017,8
"150CC","YAMAHA",3950,3300,650,2017,8
"50CC","KYMCO",1670,70,1736,2017,8
"100CC","KYMCO",9654,9028,210,2017,8
"110CC","KYMCO",6279,6142,0,2017,8
"125CC","KYMCO",21166,16787,5498,2017,8
"150CC","KYMCO",4297,2466,2862,2017,8
"250CC","KYMCO",1380,0,1332,2017,8
"90CC","KYMCO",0,0,0,2017,8
"50CC","PGO",1580,0,1606,2017,8
"100CC","PGO",0,0,0,2017,8
"110CC","PGO",1129,1183,6,2017,8
"125CC","PGO",2390,2403,1,2017,8
"150CC","PGO",925,615,163,2017,8
"50CC","SYM",2708,0,2708,2017,7
"90CC","SYM",0,0,0,2017,7
"100CC","SYM",6000,5784,0,2017,7
"110CC","SYM",1872,1955,166,2017,7
"125CC","SYM",9911,9107,1925,2017,7
"150CC","SYM",1327,866,15,2017,7
"250CC","SYM",468,13,469,2017,7
"50CC","SUZUKI",406,0,153,2017,7
"100CC","SUZUKI",0,0,0,2017,7
"125CC","SUZUKI",1098,697,900,2017,7
"90CC","SUZUKI",352,0,120,2017,7
"250CC","SUZUKI",0,0,0,2017,7
"50CC","YAMAHA",5878,200,5678,2017,7
"100CC","YAMAHA",530,500,30,2017,7
"125CC","YAMAHA",14750,13000,1750,2017,7
"150CC","YAMAHA",3410,3100,310,2017,7
"50CC","KYMCO",2571,101,2120,2017,7
"100CC","KYMCO",8737,8842,240,2017,7
"110CC","KYMCO",5498,5546,0,2017,7
"125CC","KYMCO",18544,15250,3570,2017,7
"150CC","KYMCO",5936,3928,1748,2017,7
"250CC","KYMCO",814,0,616,2017,7
"90CC","KYMCO",0,0,0,2017,7
"50CC","PGO",291,0,309,2017,7
"100CC","PGO",0,0,0,2017,7
"110CC","PGO",1414,1119,3,2017,7
"125CC","PGO",2989,2811,4,2017,7
"150CC","PGO",742,569,156,2017,7
